Timestamp,Irradiance (W/m²),Temp (°C),Humidity (%),Rain (mm),Wind (m/s)
2021-06-20 04:00,0,28.71,70.01,0,2.27
2021-06-20 05:00,20.53,29.9,72.21,0,2.69
2021-06-20 06:00,49.89,27.45,71.93,0,1.43
2021-06-20 07:00,148.48,31.51,77.43,0,3.31
2021-06-20 08:00,413.37,33.02,61.42,0,4.06
2021-06-20 09:00,509.93,35.98,64.14,0,3.12
2021-06-20 10:00,537.78,33.73,53.54,0,2.68
2021-06-20 11:00,749.67,36.83,52.49,0,2.7
2021-06-20 12:00,839.26,37.53,50.54,0,2.15
2021-06-20 13:00,587.54,39.38,53.55,0,4.16
2021-06-20 14:00,756.87,35.13,52.64,0,2.6
2021-06-20 15:00,530.77,37.48,55.98,0,3.12
2021-06-20 16:00,396.65,35.14,55.84,0,3.74
2021-06-20 17:00,366.22,35.29,50.15,0,2.29
2021-06-20 18:00,218.39,34.15,77.98,0,2.47
2021-06-20 19:00,31.68,31.35,71.42,0,1.91
2021-06-20 20:00,0,30.04,67.09,0,2.5
2021-06-20 21:00,8.03,29.3,74.95,0,2.89
2021-06-20 22:00,35.76,27.89,76.52,0,1.41
2021-06-20 23:00,0,29.28,82.7,0,1.4
2021-06-21 00:00,0,29.39,85.92,0,2.52
2021-06-21 01:00,11.34,30.86,81.77,0,3.18
2021-06-21 02:00,0,30.96,82.5,0,2.59
2021-06-21 03:00,0,27.98,85.63,0,2.2
2021-06-21 04:00,0.64,29.35,84.04,0,2.82
2021-06-21 05:00,9.74,30.05,84.16,0,0.55
2021-06-21 06:00,98.69,29.38,69.11,0,2.8
2021-06-21 07:00,288.88,32.19,68.94,0,2.12
2021-06-21 08:00,426.6,34.11,68.64,0,2.95
2021-06-21 09:00,624.48,34.27,65.73,0,4.07
2021-06-21 10:00,558.05,35.73,52.45,0,3.31
2021-06-21 11:00,845.68,36.29,56.2,0,2.6
2021-06-21 12:00,929.33,35.51,51.83,0,4.0
2021-06-21 13:00,870.94,36.9,51.18,0,4.96
2021-06-21 14:00,759.25,36.31,43.67,0,3.79
2021-06-21 15:00,551.03,37.31,60.08,0,3.68
2021-06-21 16:00,532.03,34.49,67.45,0,3.08
2021-06-21 17:00,340.93,31.1,63.08,0,2.65
2021-06-21 18:00,135.43,37.39,60.94,0,2.87
2021-06-21 19:00,53.21,31.15,73.7,0,1.01
Timestamp,Irradiance (W/m²),Temp (°C),Humidity (%),Rain (mm),Wind (m/s)
2021-06-21 20:00,0,28.04,78.52,0,2.12
2021-06-21 21:00,0,30.63,79.94,0,1.99
2021-06-21 22:00,0,31.33,75.76,0,2.79
2021-06-21 23:00,31.05,30.04,76.95,0,1.07
2021-06-22 00:00,6.86,29.66,79.69,0,1.72
2021-06-22 01:00,0,30.44,76.69,0,3.51
2021-06-22 02:00,20.14,28.42,75.21,0,1.61
2021-06-22 03:00,7.87,30.21,79.41,0,1.44
2021-06-22 04:00,25.01,29.95,78.08,0,2.65
2021-06-22 05:00,0,29.26,75.92,0,1.87
2021-06-22 06:00,65.9,29.36,71.05,0,1.32
2021-06-22 07:00,185.43,33.3,65.41,0,3.72
2021-06-22 08:00,406.81,33.27,62.59,0,2.64
2021-06-22 09:00,515.14,36.74,67.16,0,3.34
2021-06-22 10:00,437.35,34.83,55.52,0,4.11
2021-06-22 11:00,635.09,35.64,46.57,0,4.96
2021-06-22 12:00,601.54,36.85,46.9,0,4.08
2021-06-22 13:00,715.95,36.96,46.49,0,3.07
2021-06-22 14:00,677.01,37.73,56.94,0,3.06
2021-06-22 15:00,734.42,36.69,55.01,0,2.5
2021-06-22 16:00,626.6,35.21,62.09,0,3.16
2021-06-22 17:00,306.47,33.83,56.1,0,2.18
2021-06-22 18:00,196.38,32.6,65.85,0,1.79
2021-06-22 19:00,42.01,30.74,88.47,0,2.79
2021-06-22 20:00,0,31.34,82.59,0,1.49
2021-06-22 21:00,52.47,29.38,80.92,0,2.05
2021-06-22 22:00,0,28.49,84.81,0,2.34
2021-06-22 23:00,0.42,29.73,82.26,0,2.42
2021-06-23 00:00,1.57,30.44,71.08,0,1.63
2021-06-23 01:00,0,31.18,84.47,0,2.63
2021-06-23 02:00,0,29.34,84.68,0,2.57
2021-06-23 03:00,0,29.66,70.44,0,1.21
2021-06-23 04:00,0,29.23,68.79,0,2.34
2021-06-23 05:00,16.47,30.83,70.13,0,2.48
2021-06-23 06:00,118.52,29.96,71.79,0,2.09
2021-06-23 07:00,318.76,35.18,58.21,0,2.53
2021-06-23 08:00,387.12,35.12,70.35,0,2.84
2021-06-23 09:00,329.95,34.14,59.6,0,2.75
2021-06-23 10:00,471.5,35.0,52.91,0,2.85
2021-06-23 11:00,631.57,36.33,48.27,0,4.02
2021-06-23 12:00,601.67,36.65,45.84,0,3.48
2021-06-23 13:00,725.35,36.15,44.48,0,3.81
2021-06-23 14:00,545.84,38.02,45.97,0,4.58
2021-06-23 15:00,670.47,36.97,46.6,0,4.0
2021-06-23 16:00,499.86,34.3,64.15,0,3.57
2021-06-23 17:00,394.61,30.51,66.41,0,2.86
2021-06-23 18:00,234.94,34.04,65.69,0,2.54
2021-06-23 19:00,48.58,33.84,73.62,0,3.21
2021-06-23 20:00,5.41,27.42,78.43,0,2.71
2021-06-23 21:00,0.89,28.88,84.16,0,2.23
2021-06-23 22:00,16.51,31.64,67.61,0,2.24
2021-06-23 23:00,0,27.56,77.6,0,1.88
2021-06-24 00:00,0,29.47,78.11,0,3.3
2021-06-24 01:00,33.85,31.87,83.81,0,1.69
2021-06-24 02:00,0,30.62,77.6,0,2.51
2021-06-24 03:00,3.02,29.46,72.16,0,1.89
2021-06-24 04:00,0,29.91,83.21,0,2.54
2021-06-24 05:00,0,28.69,77.67,0,2.47
2021-06-24 06:00,104.85,29.25,73.04,0,2.77
2021-06-24 07:00,182.96,33.03,72.58,0,2.6
2021-06-24 08:00,422.57,33.93,65.27,0,2.5
2021-06-24 09:00,629.38,34.09,60.67,0,2.74
2021-06-24 10:00,556.44,34.43,59.69,0,3.24
2021-06-24 11:00,774.73,36.31,45.94,0,4.06
2021-06-24 12:00,706.46,34.2,52.66,0,3.76
2021-06-24 13:00,724.06,33.26,57.9,0,4.64
2021-06-24 14:00,806.43,35.61,45.65,0,3.53
2021-06-24 15:00,410.99,36.4,60.2,0,3.0
2021-06-24 16:00,387.88,36.18,54.34,0,3.96
2021-06-24 17:00,348.06,36.2,66.85,0,2.31
2021-06-24 18:00,155.12,33.78,73.8,0,2.84
2021-06-24 19:00,39.34,31.73,73.1,0,1.93
2021-06-24 20:00,17.81,29.49,77.33,0,2.13
2021-06-24 21:00,11.68,32.96,69.64,0,2.04
2021-06-24 22:00,0,32.61,77.3,0,1.64
2021-06-24 23:00,0,30.32,72.05,0,2.19
2021-06-25 00:00,14.27,30.62,90.52,0,2.24
2021-06-25 01:00,22.07,29.9,80.51,0,0.2
2021-06-25 02:00,0,29.35,74.06,0,2.83
2021-06-25 03:00,56.68,31.73,80.22,0,3.53
2021-06-25 04:00,0,31.54,68.18,0,2.62
2021-06-25 05:00,9.63,27.82,79.23,0,2.11
2021-06-25 06:00,51.39,28.22,71.8,0,3.16
2021-06-25 07:00,140.71,30.82,66.06,0,3.46
2021-06-25 08:00,355.22,33.65,70.06,0,4.58
2021-06-25 09:00,519.63,35.26,55.15,0,1.74
2021-06-25 10:00,551.34,37.51,55.12,0,4.53
2021-06-25 11:00,810.25,33.88,57.0,0,3.46
2021-06-25 12:00,594.34,37.85,53.12,0,3.96
2021-06-25 13:00,689.19,36.16,58.71,0,3.44
2021-06-25 14:00,572.19,35.63,38.97,0,3.71
2021-06-25 15:00,658.75,35.84,51.68,0,4.44
2021-06-25 16:00,412.49,39.0,54.44,0,1.47
2021-06-25 17:00,233.32,34.42,53.41,0,1.99
2021-06-25 18:00,176.08,30.06,64.47,0,3.36
2021-06-25 19:00,35.81,36.25,82.56,0,3.55
2021-06-25 20:00,14.96,27.99,68.4,0,1.68
2021-06-25 21:00,0.02,30.56,77.88,0,2.53
2021-06-25 22:00,0.14,29.57,62.27,0,2.81
2021-06-25 23:00,0,31.3,83.51,0,2.68
2021-06-26 00:00,0,29.66,74.7,0,3.41
2021-06-26 01:00,0,31.26,80.25,0,2.12
2021-06-26 02:00,15.31,29.79,70.5,0,2.45
2021-06-26 03:00,0,28.85,76.5,0,2.22
2021-06-26 04:00,0,30.67,75.76,0,2.58
2021-06-26 05:00,10.25,32.16,76.3,0,1.08
2021-06-26 06:00,98.06,30.04,76.72,0,1.17
2021-06-26 07:00,288.06,33.17,64.09,0,2.96
2021-06-26 08:00,418.65,33.4,64.16,0,3.29
2021-06-26 09:00,481.9,35.92,55.76,0,3.93
2021-06-26 10:00,756.36,37.12,58.1,0,4.06
2021-06-26 11:00,443.33,37.52,50.81,0,4.41
2021-06-26 12:00,719.07,39.15,53.89,0,3.55
2021-06-26 13:00,748.85,38.56,58.16,0,3.51
2021-06-26 14:00,809.68,37.48,46.23,0,2.23
2021-06-26 15:00,606.24,36.82,52.48,0,3.48
2021-06-26 16:00,360.96,32.31,58.9,0,3.54
2021-06-26 17:00,426.64,33.98,64.4,0,2.51
2021-06-26 18:00,103.62,33.57,67.2,0,0.77
2021-06-26 19:00,0,34.04,68.47,0,1.33
2021-06-26 20:00,39.53,30.48,76.85,0,1.66
2021-06-26 21:00,0,31.07,66.22,0,2.57
2021-06-26 22:00,0,28.45,77.12,0,1.86
2021-06-26 23:00,0,28.67,90.68,0,1.61
2021-06-27 00:00,0,29.58,85.24,0,1.8
2021-06-27 01:00,0,31.16,76.72,0,2.08
2021-06-27 02:00,9.9,28.21,72.18,0,3.63
2021-06-27 03:00,0,30.96,77.64,0,0.62
2021-06-27 04:00,0,30.52,73.35,0,2.05
2021-06-27 05:00,0,29.36,80.19,0,1.92
2021-06-27 06:00,63.88,30.55,70.58,0,1.5
2021-06-27 07:00,217.18,32.96,73.01,0,1.68
2021-06-27 08:00,346.9,34.07,56.35,0,3.34
2021-06-27 09:00,443.09,34.47,65.25,0,2.12
2021-06-27 10:00,551.79,36.96,44.11,0,3.49
2021-06-27 11:00,579.25,35.18,49.69,0,4.92
2021-06-27 12:00,878.45,37.1,51.15,0,3.04
2021-06-27 13:00,610.97,39.72,45.53,0,3.35
2021-06-27 14:00,577.17,36.81,42.74,0,3.45
2021-06-27 15:00,508.36,38.0,66.44,0,3.14
2021-06-27 16:00,545.39,35.35,65.18,0,4.42
2021-06-27 17:00,342.44,34.3,71.59,0,2.4
2021-06-27 18:00,206.24,33.25,80.96,0,2.0
2021-06-27 19:00,11.7,30.77,72.44,0,2.74
2021-06-27 20:00,20.18,28.76,67.96,0,1.94
2021-06-27 21:00,0,29.84,81.21,0,1.64
2021-06-27 22:00,0,29.78,80.74,0,4.12
2021-06-27 23:00,0,27.69,77.34,0,3.3
2021-06-28 00:00,0,31.5,86.26,0,3.22
2021-06-28 01:00,7.87,28.08,73.17,0,1.3
2021-06-28 02:00,0,31.16,77.93,0,1.59
2021-06-28 03:00,27.55,30.52,74.5,0,2.0
2021-06-28 04:00,0,27.43,75.73,0,3.07
2021-06-28 05:00,0,29.87,84.62,0,0.99
2021-06-28 06:00,87.32,30.81,78.15,0,2.8
2021-06-28 07:00,308.31,34.07,67.26,0,2.96
2021-06-28 08:00,485.4,32.37,72.76,0,2.75
2021-06-28 09:00,448.59,37.32,46.09,0,3.53
2021-06-28 10:00,735.71,38.37,59.47,0,2.08
2021-06-28 11:00,679.33,37.18,62.47,0,4.08
2021-06-28 12:00,676.58,35.19,54.31,0,4.34
2021-06-28 13:00,783.5,39.17,51.54,0,2.89
2021-06-28 14:00,717.93,36.73,51.47,0,3.42
2021-06-28 15:00,437.67,38.55,44.72,0,3.52
2021-06-28 16:00,402.28,34.52,54.53,0,3.89
2021-06-28 17:00,381.61,34.73,63.53,0,3.02
2021-06-28 18:00,264.72,34.12,78.51,0,2.25
2021-06-28 19:00,39.59,30.71,80.47,0,2.78
2021-06-28 20:00,0,30.56,73.48,0,1.91
2021-06-28 21:00,0,29.22,93.03,0,0.71
2021-06-28 22:00,32.35,29.39,81.0,0,3.68
2021-06-28 23:00,0,30.62,77.55,0,1.83
2021-06-29 00:00,0,30.7,83.01,0,2.09
2021-06-29 01:00,9.88,29.19,76.15,0,2.15
2021-06-29 02:00,0,29.83,77.02,0,1.93
2021-06-29 03:00,0,31.29,74.59,0,2.26
2021-06-29 04:00,0,29.3,86.38,0,1.91
2021-06-29 05:00,0,29.5,79.37,0,1.91
2021-06-29 06:00,75.49,30.54,76.68,0,2.52
2021-06-29 07:00,215.44,33.82,71.39,0,3.75
2021-06-29 08:00,403.6,32.27,62.96,0,3.58
2021-06-29 09:00,581.89,34.54,67.42,0,2.54
2021-06-29 10:00,644.15,37.05,57.87,0,3.43
2021-06-29 11:00,746.57,37.42,56.38,0,3.58
2021-06-29 12:00,783.34,37.02,51.62,0,3.38
2021-06-29 13:00,488.53,39.27,58.65,0,4.35
2021-06-29 14:00,464.69,36.35,48.77,0,3.13
2021-06-29 15:00,485.42,34.2,64.08,0,4.15
2021-06-29 16:00,472.61,36.7,57.95,0,2.19
2021-06-29 17:00,285.08,32.44,65.09,0,2.61
2021-06-29 18:00,203.15,34.12,68.86,0,1.81
2021-06-29 19:00,45.36,29.86,78.86,0,2.91
2021-06-29 20:00,3.38,28.85,67.5,0,2.57
2021-06-29 21:00,7.73,29.65,76.44,0,2.31
2021-06-29 22:00,15.59,29.36,69.33,0,2.3
2021-06-29 23:00,0,28.35,75.37,0,1.64
2021-06-30 00:00,0,31.82,82.98,0,2.21
2021-06-30 01:00,0,28.68,82.07,0,1.44
2021-06-30 02:00,0,29.46,75.25,0,3.0
2021-06-30 03:00,4.84,29.57,73.55,0,2.23
2021-06-30 04:00,0,30.37,86.49,0,1.78
2021-06-30 05:00,0,30.69,66.8,0,2.64
2021-06-30 06:00,93.08,27.82,74.95,0,2.95
2021-06-30 07:00,218.23,31.99,75.46,0,3.22
2021-06-30 08:00,427.38,32.27,62.65,0,2.2
2021-06-30 09:00,634.27,34.88,59.04,0,4.04
2021-06-30 10:00,752.86,33.37,55.5,0,3.41
2021-06-30 11:00,753.38,35.27,45.24,0,4.73
2021-06-30 12:00,620.29,34.52,48.82,0,4.1
2021-06-30 13:00,718.93,38.84,49.78,0,3.36
2021-06-30 14:00,731.62,38.19,49.36,0,2.42
2021-06-30 15:00,551.42,35.63,43.11,0,4.26
2021-06-30 16:00,412.63,35.76,52.56,0,2.26
2021-06-30 17:00,451.64,35.82,62.37,0,2.9
2021-06-30 18:00,128.64,31.52,70.88,0,3.01
2021-06-30 19:00,18.16,30.85,80.51,0,2.79
2021-06-30 20:00,0,28.52,77.85,0,3.74
2021-06-30 21:00,1.12,28.8,93.51,0,1.78
2021-06-30 22:00,2.81,28.01,82.85,0,2.19
2021-06-30 23:00,0,27.16,74.67,0,0.61
2021-07-01 00:00,0,27.12,74.5,0,1.27
2021-07-01 01:00,0,24.94,68.77,0,2.17
2021-07-01 02:00,11.13,26.06,78.96,0,1.19
2021-07-01 03:00,8.02,26.97,84.26,0,1.16
2021-07-01 04:00,1.6,27.52,74.49,0,2.51
2021-07-01 05:00,0,30.87,76.17,0,1.65
2021-07-01 06:00,56.49,30.41,82.06,0,3.13
2021-07-01 07:00,265.76,29.59,70.89,0,1.48
2021-07-01 08:00,407.31,28.44,72.62,0,2.67
2021-07-01 09:00,384.91,32.59,50.32,0,2.44
2021-07-01 10:00,420.7,32.93,45.71,0,2.57
2021-07-01 11:00,691.24,30.51,50.34,0,4.05
2021-07-01 12:00,645.56,33.38,49.6,0,3.35
2021-07-01 13:00,672.97,34.42,45.71,0,4.65
2021-07-01 14:00,575.64,38.14,56.28,0,3.17
2021-07-01 15:00,641.37,33.71,56.0,0,2.84
2021-07-01 16:00,444.88,31.98,58.87,0,3.63
2021-07-01 17:00,307.89,33.81,61.53,0,3.31
2021-07-01 18:00,240.15,33.18,54.98,5.38,1.19
2021-07-01 19:00,13.88,28.63,85.19,0,2.01
2021-07-01 20:00,0,26.59,82.92,0,3.3
2021-07-01 21:00,0,29.91,76.31,0,2.27
2021-07-01 22:00,20.22,28.86,76.84,0,2.12
2021-07-01 23:00,24.58,28.89,79.77,0,0.81
2021-07-02 00:00,13.59,26.8,62.31,0,1.2
2021-07-02 01:00,0,27.13,72.79,0,2.36
2021-07-02 02:00,10.7,26.17,75.2,0,2.16
2021-07-02 03:00,0,26.83,86.92,0,2.31
2021-07-02 04:00,0,28.07,70.04,0,3.64
2021-07-02 05:00,24.87,29.63,77.19,0,2.48
2021-07-02 06:00,97.07,27.1,69.05,0,2.83
2021-07-02 07:00,199.55,28.2,71.83,0,2.61
2021-07-02 08:00,239.74,31.11,57.11,0,2.17
2021-07-02 09:00,521.63,32.61,51.8,0,2.78
2021-07-02 10:00,664.96,34.67,50.88,0,2.97
2021-07-02 11:00,762.15,35.23,53.37,0,3.23
2021-07-02 12:00,558.04,36.9,38.91,0,2.84
2021-07-02 13:00,623.84,35.54,58.15,0,4.34
2021-07-02 14:00,664.49,34.44,49.62,0,4.09
2021-07-02 15:00,585.2,34.96,52.16,0,4.31
2021-07-02 16:00,515.95,33.4,59.32,0,3.42
2021-07-02 17:00,195.76,33.62,70.71,0,3.79
2021-07-02 18:00,226.45,30.65,77.25,0,1.57
2021-07-02 19:00,53.36,29.36,71.85,0,2.15
2021-07-02 20:00,3.29,29.77,78.83,4.7,1.43
2021-07-02 21:00,18.96,26.95,56.9,0,1.51
2021-07-02 22:00,0,28.43,88.17,0,2.0
2021-07-02 23:00,0,27.9,69.16,0,2.19
2021-07-03 00:00,0,28.91,84.22,0,2.93
2021-07-03 01:00,0,24.69,77.39,0,1.4
2021-07-03 02:00,20.42,29.33,80.22,1.73,2.75
2021-07-03 03:00,0,28.31,94.13,0,2.77
2021-07-03 04:00,0,29.37,68.01,0,1.78
2021-07-03 05:00,0,26.82,71.49,0,1.11
2021-07-03 06:00,127.45,26.61,74.23,0,1.57
2021-07-03 07:00,205.74,28.92,70.91,5.18,3.03
2021-07-03 08:00,365.18,29.75,70.13,0,3.17
2021-07-03 09:00,311.22,30.81,53.83,0,3.34
2021-07-03 10:00,562.58,35.42,56.12,0,3.35
2021-07-03 11:00,661.55,34.11,51.17,0,4.07
2021-07-03 12:00,793.86,37.21,51.22,0,3.63
2021-07-03 13:00,560.89,36.48,52.75,0,3.37
2021-07-03 14:00,783.29,35.24,48.47,0,3.5
2021-07-03 15:00,374.67,35.71,51.23,0,3.17
2021-07-03 16:00,417.99,34.66,53.58,0,3.4
2021-07-03 17:00,283.97,32.81,74.42,0,3.24
2021-07-03 18:00,172.93,32.69,76.07,0,3.59
2021-07-03 19:00,33.3,28.53,75.17,0,2.44
2021-07-03 20:00,32.14,28.36,72.3,0,2.14
2021-07-03 21:00,0,27.36,82.55,0,2.79
2021-07-03 22:00,0,29.1,73.7,0,1.89
2021-07-03 23:00,0,27.65,86.74,0,2.25
2021-07-04 00:00,15.63,29.23,85.2,0,2.65
2021-07-04 01:00,0,28.9,73.75,0,1.14
2021-07-04 02:00,0,26.69,83.56,0,1.98
2021-07-04 03:00,0,25.65,83.4,0,1.39
2021-07-04 04:00,9.19,28.55,81.54,0,1.73
2021-07-04 05:00,0,25.78,86.25,0.82,3.73
2021-07-04 06:00,89.07,27.5,75.67,0,2.54
2021-07-04 07:00,183.28,32.88,63.1,0,2.15
2021-07-04 08:00,465.34,32.21,55.1,0,3.32
2021-07-04 09:00,360.67,31.34,65.86,0,3.47
2021-07-04 10:00,583.99,34.62,55.02,1.34,4.7
2021-07-04 11:00,638.6,35.53,45.16,0,3.19
2021-07-04 12:00,627.76,34.22,61.13,0,2.65
2021-07-04 13:00,396.22,37.02,55.01,0,5.2
2021-07-04 14:00,659.19,35.29,53.35,0,4.79
2021-07-04 15:00,658.91,33.51,57.92,0,2.59
2021-07-04 16:00,342.72,33.85,49.05,0,2.46
2021-07-04 17:00,311.71,32.32,65.9,0,3.11
2021-07-04 18:00,134.86,31.46,75.3,0,2.53
2021-07-04 19:00,45.55,29.01,83.89,0,2.86
2021-07-04 20:00,19.16,26.61,78.82,0,2.0
2021-07-04 21:00,0,25.0,74.0,0,2.2
2021-07-04 22:00,0,28.33,82.35,0,2.39
2021-07-04 23:00,23.69,26.92,73.72,0,1.37
2021-07-05 00:00,0,25.92,78.93,0,3.69
2021-07-05 01:00,14.2,26.72,91.29,0,2.05
2021-07-05 02:00,23.24,30.53,81.59,0,1.4
2021-07-05 03:00,0,29.41,85.48,0,3.91
2021-07-05 04:00,6.83,29.03,78.31,0,1.76
2021-07-05 05:00,0,29.89,78.55,0,2.99
2021-07-05 06:00,105.29,28.57,83.84,0,2.72
2021-07-05 07:00,261.74,30.72,64.75,0,2.47
2021-07-05 08:00,388.54,29.96,65.29,0,3.4
2021-07-05 09:00,506.83,31.62,38.17,0,3.28
2021-07-05 10:00,759.93,33.81,49.08,0,2.84
2021-07-05 11:00,698.76,33.84,54.04,0,2.89
2021-07-05 12:00,797.27,33.59,56.0,0,3.69
2021-07-05 13:00,675.64,37.08,54.17,0,3.58
2021-07-05 14:00,671.82,35.1,46.39,0,2.46
2021-07-05 15:00,562.96,33.39,52.96,0,4.4
2021-07-05 16:00,409.97,32.43,66.3,0,3.37
2021-07-05 17:00,362.57,33.42,62.2,0,3.47
2021-07-05 18:00,199.06,28.48,74.17,0,1.07
2021-07-05 19:00,39.23,30.49,85.98,0,2.45
2021-07-05 20:00,0,28.79,79.75,0,3.52
2021-07-05 21:00,0,27.9,69.85,0,2.92
2021-07-05 22:00,10.42,26.24,67.68,0,2.21
2021-07-05 23:00,0,27.43,78.76,0,2.06
2021-07-06 00:00,0,23.97,80.43,0,2.09
2021-07-06 01:00,27.33,27.56,81.58,0,3.05
2021-07-06 02:00,0,25.88,76.74,0,1.7
2021-07-06 03:00,6.55,26.47,74.91,0,2.61
2021-07-06 04:00,0.02,28.79,73.5,0,3.78
2021-07-06 05:00,19.37,27.44,84.36,0,2.24
2021-07-06 06:00,80.22,26.92,79.22,0,2.04
2021-07-06 07:00,213.04,28.51,65.21,0,3.08
2021-07-06 08:00,393.86,33.59,57.02,0,2.76
2021-07-06 09:00,346.61,31.06,60.23,0,2.92
2021-07-06 10:00,671.59,33.25,62.32,0,3.71
2021-07-06 11:00,636.98,34.12,55.17,0,3.96
2021-07-06 12:00,684.99,35.85,55.78,0,3.22
2021-07-06 13:00,482.59,34.98,51.67,0,3.08
2021-07-06 14:00,598.19,34.92,49.63,0,4.08
2021-07-06 15:00,384.92,31.76,62.28,0,4.27
2021-07-06 16:00,432.19,33.51,57.51,0,3.33
2021-07-06 17:00,436.14,32.31,62.06,0,2.39
2021-07-06 18:00,197.17,32.97,67.32,0,2.32
2021-07-06 19:00,70.37,28.06,76.99,0,2.62
2021-07-06 20:00,9.72,27.88,80.99,0,2.4
2021-07-06 21:00,4.27,26.33,73.24,0,1.82
2021-07-06 22:00,6.59,25.45,68.59,0,2.03
2021-07-06 23:00,0,26.16,78.8,0,1.85
2021-07-07 00:00,0,28.11,67.15,0,2.58
2021-07-07 01:00,0,28.63,83.56,0,1.72
2021-07-07 02:00,26.73,28.36,81.58,0,2.14
2021-07-07 03:00,19.53,25.1,75.86,0,2.11
2021-07-07 04:00,13.5,27.96,78.17,0,1.87
2021-07-07 05:00,35.24,28.35,78.72,0,1.69
2021-07-07 06:00,70.31,26.61,79.56,0,1.46
2021-07-07 07:00,240.57,31.93,74.2,6.7,3.25
2021-07-07 08:00,300.11,31.81,69.47,0,1.81
2021-07-07 09:00,562.13,30.97,56.53,0,2.76
2021-07-07 10:00,622.15,34.46,52.28,0,3.7
2021-07-07 11:00,692.52,33.83,38.14,0,3.04
2021-07-07 12:00,851.16,35.36,45.88,0.66,3.14
2021-07-07 13:00,393.31,34.83,49.14,0,2.83
2021-07-07 14:00,734.56,34.17,49.24,0,3.31
2021-07-07 15:00,533.42,33.25,46.31,0,3.7
2021-07-07 16:00,448.97,32.43,62.22,0,3.97
2021-07-07 17:00,331.27,33.54,69.54,0,2.9
2021-07-07 18:00,172.21,30.98,61.99,0,2.89
2021-07-07 19:00,39.18,29.49,82.75,0,2.1
2021-07-07 20:00,0,26.51,73.9,0,2.01
2021-07-07 21:00,6.22,30.91,89.04,0,2.38
2021-07-07 22:00,22.56,24.79,73.26,0,2.84
2021-07-07 23:00,11.11,29.1,74.2,0,1.95
2021-07-08 00:00,9.93,30.12,73.18,0,2.31
2021-07-08 01:00,12.61,25.96,66.38,0,1.5
2021-07-08 02:00,27.71,27.46,76.88,6.19,1.46
2021-07-08 03:00,0,29.51,80.94,0,1.83
2021-07-08 04:00,0,28.25,72.2,0,3.04
2021-07-08 05:00,12.55,29.43,78.35,0,2.42
2021-07-08 06:00,104.53,26.53,70.81,0,2.2
2021-07-08 07:00,195.31,30.46,66.87,0,2.61
2021-07-08 08:00,313.63,31.41,59.73,0,2.26
2021-07-08 09:00,532.92,31.69,50.62,0,2.52
2021-07-08 10:00,430.81,32.02,66.22,0,3.14
2021-07-08 11:00,770.94,35.41,50.27,0,3.54
2021-07-08 12:00,507.49,36.45,49.7,0,4.94
2021-07-08 13:00,626.4,36.38,50.86,0,2.32
2021-07-08 14:00,376.61,37.54,46.54,0,4.67
2021-07-08 15:00,575.12,35.39,58.95,0,3.51
2021-07-08 16:00,460.2,33.44,65.95,0,3.9
2021-07-08 17:00,286.79,32.73,63.31,0,2.76
2021-07-08 18:00,241.32,30.93,68.77,0,3.32
2021-07-08 19:00,34.65,32.91,69.98,6.95,1.1
2021-07-08 20:00,0,24.99,89.2,0,1.64
2021-07-08 21:00,0,27.81,71.36,0,2.2
2021-07-08 22:00,1.83,26.67,77.01,0,2.56
2021-07-08 23:00,0,29.69,79.44,0,4.13
2021-07-09 00:00,0,30.28,69.29,0,3.08
2021-07-09 01:00,0,28.85,85.01,0,1.58
2021-07-09 02:00,30.87,26.4,72.54,0,2.22
2021-07-09 03:00,38.8,27.39,74.42,0,2.97
2021-07-09 04:00,17.19,28.93,66.63,0,1.96
2021-07-09 05:00,39.21,31.72,81.32,0,2.14
2021-07-09 06:00,60.45,24.58,69.65,0,1.78
2021-07-09 07:00,146.22,27.47,73.12,0,2.21
2021-07-09 08:00,521.63,34.04,54.25,0,3.07
2021-07-09 09:00,560.38,34.83,54.32,0,2.92
2021-07-09 10:00,603.54,32.99,48.79,0,2.67
2021-07-09 11:00,622.34,32.88,43.13,0,4.6
2021-07-09 12:00,650.51,37.33,52.16,2.23,2.71
2021-07-09 13:00,610.09,34.81,62.85,0,4.33
2021-07-09 14:00,540.09,34.08,57.82,0,3.43
2021-07-09 15:00,559.0,32.87,51.71,0,4.33
2021-07-09 16:00,554.67,35.41,51.64,0,1.96
2021-07-09 17:00,365.14,33.81,58.25,0,2.86
2021-07-09 18:00,232.76,30.97,68.72,0,2.14
2021-07-09 19:00,45.5,28.53,69.09,4.18,2.74
2021-07-09 20:00,26.41,25.71,80.87,0,2.5
2021-07-09 21:00,0,27.24,72.38,0,2.6
2021-07-09 22:00,0,28.49,84.31,0,1.65
2021-07-09 23:00,8.25,25.71,80.11,0,2.44
2021-07-10 00:00,16.63,26.02,85.07,0,2.85
2021-07-10 01:00,0,29.75,84.6,0,1.73
2021-07-10 02:00,29.36,29.02,86.54,0,1.76
2021-07-10 03:00,0,28.7,80.36,0,2.45
2021-07-10 04:00,0,25.15,81.03,0,3.65
2021-07-10 05:00,1.83,29.99,71.91,4.84,2.31
2021-07-10 06:00,102.56,26.6,69.57,0,2.75
2021-07-10 07:00,226.84,29.66,73.99,0,1.88
2021-07-10 08:00,470.3,32.78,64.75,0,2.56
2021-07-10 09:00,616.45,30.62,58.79,0,2.85
